Reference;LeftContext;Keyword;RightContext
03 - Le Bonheur dans le crime;était femme de chambre chez la comtesse de;Savigny;? Comment, excepté moi, qu'il avait bien fallu faire
03 - Le Bonheur dans le crime;route. Le comte et la comtesse de;Savigny;, qui passaient pour s'adorer, vivaient, il est vrai
03 - Le Bonheur dans le crime;si c'était une visite d'hommes,;Hauteclaire;pouvait ne pas paraître. Et si c'était une visite de
03 - Le Bonheur dans le crime;qu'elle épaississait à dessein, -- car;Hauteclaire;(je vous l'ai dit) avait toujours eu cette fierté
03 - Le Bonheur dans le crime;. Quant aux gens de M. de;Savigny;, avec lesquels elle était bien obligée de vivre, s'ils
03 - Le Bonheur dans le crime;, c'est que l'éclatante beauté de;Hauteclaire;n'eût pas été un obstacle à son entrée dans le service
03 - Le Bonheur dans le crime;entrée dans le service de la comtesse de;Savigny;, qui aimait son mari et qui devait en être jalouse.
03 - Le Bonheur dans le crime;le moins que les femmes des paladins de;Charlemagne;", ne supposaient pas (grave erreur ; mais elles n'avaient"
03 - Le Bonheur dans le crime;elles n'avaient pas lu le Mariage de;Figaro;!) que la plus belle fille de chambre fût plus pour
03 - Le Bonheur dans le crime;quittant l'étrier, que la comtesse de;Savigny;avait ses raisons pour se croire aimée, et qu'après tout
03 - Le Bonheur dans le crime;, et qu'après tout ce sacripant de;Savigny;était bien de taille, si le doute la prenait, à
03 - Le Bonheur dans le crime;ajouter à ces raisons -là. » --;Hum;! -- fis -je sceptiquement au docteur, que je ne pus
03 - Le Bonheur dans le crime;pas à la situation son imprudence. «;Certes;", non ! -- répondit -il ; -- mais, si c'"
03 - Le Bonheur dans le crime;ce grand connaisseur en nature humaine. --;Il;est des passions que l'imprudence allume, et qui, sans
03 - Le Bonheur dans le crime;, il est évident que l'article du;Code;qui s'applique au mari coupable d'avoir, -- comme elle
03 - Le Bonheur dans le crime;". est d'autant plus grand ; et";Savigny;, en s'y exposant, y trouvait peut-être la seule anxieuse
03 - Le Bonheur dans le crime;pouvez le croire, -- continua le docteur;Torty;", -- j'étais au château de bonne heure ; mais ni"
03 - Le Bonheur dans le crime;certain, c'est que le comte de;Savigny;et Hauteclaire Stassin jouaient la plus effroyablement impudente des comédies avec la
03 - Le Bonheur dans le crime;c'est que le comte de Savigny et;Hauteclaire;Stassin jouaient la plus effroyablement impudente des comédies avec la simplicité d'
03 - Le Bonheur dans le crime;est que le comte de Savigny et Hauteclaire;Stassin;jouaient la plus effroyablement impudente des comédies avec la simplicité d'acteurs
03 - Le Bonheur dans le crime;toutes les classes, fort passionnées. Mlle;Delphine;de Cantor, élevée aux Bénédictines où, sans nulle vocation religieuse
03 - Le Bonheur dans le crime;classes, fort passionnées. Mlle Delphine de;Cantor;, élevée aux Bénédictines où, sans nulle vocation religieuse, elle
03 - Le Bonheur dans le crime;au moment où elle épousa le comte de;Savigny;, qu'elle aima, ou crut aimer, avec la facilité
03 - Le Bonheur dans le crime;être broyée sous les pieds de cette fière;Hauteclaire;, qui s'était courbée devant elle jusqu'au rôle de servante
03 - Le Bonheur dans le crime;de ce mince visage, un menton de;Fulvie;sur les médailles romaines, égaré au bas de ce minois chiffonné
03 - Le Bonheur dans le crime;embarrasser le jugement. Pour les pieds de;Hauteclaire;", c'était peut-être de là que viendrait l'obstacle ; --"
03 - Le Bonheur dans le crime;de la complicité de son mari et de;Hauteclaire;dans le crime domestique dont sa maison était le silencieux et discret
03 - Le Bonheur dans le crime;sentiments jaloux ? Qu'était -ce ?...;Elle;avait une réserve un peu hautaine avec tout le monde, excepté
03 - Le Bonheur dans le crime;plus rien. Demandez à M. de;Savigny;, si vous tenez à le savoir, docteur, car c'
03 - Le Bonheur dans le crime;pas qu'elle ait un défaut. --;Moi;, je lui en connais un, madame la comtesse, --
03 - Le Bonheur dans le crime;dis -je en affectant la gravité. --;Ah;! et lequel ? -- fit -elle languissamment, avec le désintérêt
03 - Le Bonheur dans le crime;elle étudiait attentivement ses lèvres pâles. --;Elle;"est trop belle, -- dis -je ; -- elle est réellement"
03 - Le Bonheur dans le crime;jours, on vous l'enlèvera. --;Vous;croyez ? -- fit -elle, toujours se regardant, et toujours
03 - Le Bonheur dans le crime;avez pour elles qui les en empêche.;Eulalie;a le service charmant, mais elle abuserait comme les autres de
03 - Le Bonheur dans le crime;. Et il ne fut plus question d';Eulalie;ce jour -là. La comtesse était absolument abusée. Qui ne
03 - Le Bonheur dans le crime;moments où j'étais tenté de croire à;Eulalie;. Savigny avait beaucoup moins qu'elle, lui qui aurait dû
03 - Le Bonheur dans le crime;j'étais tenté de croire à Eulalie.;Savigny;avait beaucoup moins qu'elle, lui qui aurait dû l'avoir
03 - Le Bonheur dans le crime;dont elle ne connaissait que les hommes,;Lui;, l'aimant, jouait certainement moins gros jeu qu'elle.
03 - Le Bonheur dans le crime;avec le caractère impétueux qu'on attribuait à;Savigny;. S'il aimait Hauteclaire au point de lui sacrifier sa jeune
03 - Le Bonheur dans le crime;on attribuait à Savigny. S'il aimait;Hauteclaire;au point de lui sacrifier sa jeune femme, il aurait pu
03 - Le Bonheur dans le crime;l'enlever et aller vivre avec elle en;Italie;, -- cela se faisait déjà très bien en ce temps -là
03 - Le Bonheur dans le crime;donc lui qui aimait le moins ?...;Se;laissait -il plutôt aimer par Hauteclaire, plus aimer par elle qu'
03 - Le Bonheur dans le crime;?... Se laissait -il plutôt aimer par;Hauteclaire;, plus aimer par elle qu'il ne l'aimait ?...
03 - Le Bonheur dans le crime;heure, lui avivait la tentation ?...;Ce;que je voyais ne me renseignait pas beaucoup sur Savigny et Hauteclaire
03 - Le Bonheur dans le crime;je voyais ne me renseignait pas beaucoup sur;Savigny;et Hauteclaire... Complices -- ils l'étaient bien, parbleu !
03 - Le Bonheur dans le crime;ne me renseignait pas beaucoup sur Savigny et;Hauteclaire;... Complices -- ils l'étaient bien, parbleu ! -- dans
03 - Le Bonheur dans le crime;cet adultère, quels étaient -ils ?...;Quelle;était la situation respective de ces deux êtres l'un vis-à-vis de
03 - Le Bonheur dans le crime;algèbre, je tenais à la dégager.;Savigny;"était irréprochable pour sa femme ; mais lorsque Hauteclaire-Eulalie était là,"
03 - Le Bonheur dans le crime;"était irréprochable pour sa femme ; mais lorsque";Hauteclaire-Eulalie;était là, il avait, pour moi qui l'ajustais du
03 - Le Bonheur dans le crime;femme que cette petite pensionnaire, élevée aux;Bénédictines;, et qu'il avait épousée... On voyait que sa main
03 - Le Bonheur dans le crime;sa main avait peur de rencontrer celle de;Hauteclaire;, comme si, la touchant par hasard, il lui eût
03 - Le Bonheur dans le crime;été impossible de ne pas la prendre.;Hauteclaire;"n'avait point de ces embarras ; de ces précautions épouvantées..."
03 - Le Bonheur dans le crime;il y en avait un, et le;Diable;dans son enfer, elle semblait vouloir agacer, tout ensemble,
03 - Le Bonheur dans le crime;ma visite tombait pendant le dîner, que;Savigny;faisait pieusement auprès du lit de sa femme. C'était elle
03 - Le Bonheur dans le crime;se pencher un peu par-dessus l'épaule de;Savigny;, et je la surpris qui, en les y mettant,
03 - Le Bonheur dans le crime;conjugale, comme dit ce vieux Prudhomme de;Code;, c'est à ce moment -là que je le compris !
03 - Le Bonheur dans le crime;excepté les pâleurs et les transes réprimées de;Savigny;, je ne voyais rien du roman qu'ils faisaient entre eux
03 - Le Bonheur dans le crime;aussi trompés que la comtesse. Ils prenaient;Hauteclaire;de très bonne foi pour une des leurs, et j'en
03 - Le Bonheur dans le crime;énervé ont appelée du nom d'anémie.;Savigny;et Hauteclaire continuaient de jouer, avec la même perfection, la
03 - Le Bonheur dans le crime;appelée du nom d'anémie. Savigny et;Hauteclaire;continuaient de jouer, avec la même perfection, la très difficile
03 - Le Bonheur dans le crime;un peu de fatigue dans les acteurs.;Serlon;avait maigri, et j'avais entendu dire à V... :
03 - Le Bonheur dans le crime;Quel bon mari que ce M. de;Savigny;! Il est déjà tout changé de la maladie de sa femme
03 - Le Bonheur dans le crime;"chose donc que de s'aimer ! """;Hauteclaire;, à la beauté immobile, avait les yeux battus, pas
03 - Le Bonheur dans le crime;de leur cercle violâtre. Cette maigreur de;Savigny;, du reste, et ces yeux cernés de Hauteclaire, pouvaient
03 - Le Bonheur dans le crime;du reste, et ces yeux cernés de;Hauteclaire;, pouvaient venir d'autre chose que de la vie compressive qu'
03 - Le Bonheur dans le crime;les alentours, je revins le soir par;Savigny;. Mon intention était d'entrer au château, comme à l'
03 - Le Bonheur dans le crime;croissant, la pointe des hauts sapins de;Savigny;, derrière lesquels elle allait disparaître... --... Êtes -vous allé
03 - Le Bonheur dans le crime;... --... Êtes -vous allé parfois à;Savigny;? -- fit le docteur, en s'interrompant tout à coup
03 - Le Bonheur dans le crime;et dont une fenêtre était ouverte : --;Tiens;! -- fis -je, admirant la force des goûts et des
03 - Le Bonheur dans le crime;amour ! Il était évident que c'était;Serlon;et Hauteclaire qui faisaient des armes à cette heure. On entendait
03 - Le Bonheur dans le crime;Il était évident que c'était Serlon et;Hauteclaire;qui faisaient des armes à cette heure. On entendait les épées
03 - Le Bonheur dans le crime;dans l'ombre du bois de sapins.;Serlon;et Hauteclaire vinrent s'accouder sur la rampe en fer du balcon
03 - Le Bonheur dans le crime;ombre du bois de sapins. Serlon et;Hauteclaire;vinrent s'accouder sur la rampe en fer du balcon. Je
03 - Le Bonheur dans le crime;, mettait en relief leur double silhouette.;Hauteclaire;était vêtue, si cela s'appelle vêtue, comme je l'
03 - Le Bonheur dans le crime;en prenaient si juste le contour musclé.;Savigny;portait à peu près le même costume. Sveltes et robustes tous
03 - Le Bonheur dans le crime;belles statues de la Jeunesse et de la;Force;. Vous venez tout à l'heure d'admirer dans ce jardin
03 - Le Bonheur dans le crime;eux. Il y eut un moment où;Savigny;laissa tomber passionnément son bras autour de cette taille d'amazone qui
03 - Le Bonheur dans le crime;en fit pas... Et, la fière;Hauteclaire;se suspendant presque en même temps au cou de Serlon, ils
03 - Le Bonheur dans le crime;suspendant presque en même temps au cou de;Serlon;, ils formèrent, à eux deux, ce fameux et voluptueux
03 - Le Bonheur dans le crime;deux, ce fameux et voluptueux groupe de;Canova;qui est dans toutes les mémoires, et ils restèrent ainsi sculptés
03 - Le Bonheur dans le crime;. Le lendemain matin, j'allai à;Savigny;. Je trouvai Hauteclaire redevenue Eulalie, assise dans l'embrasure d'
03 - Le Bonheur dans le crime;allai à Savigny. Je trouvai Hauteclaire redevenue;Eulalie;, assise dans l'embrasure d'une des fenêtres du long corridor
03 - Le Bonheur dans le crime;jours, et qui ressemble au hennin d';Isabeau;de Bavière, les yeux sur son travail et les joues voilées
03 - Le Bonheur dans le crime;et qui ressemble au hennin d'Isabeau de;Bavière;, les yeux sur son travail et les joues voilées par ces
03 - Le Bonheur dans le crime;les désirs qu'ils faisaient naître. Chez;Hauteclaire;, c'est surtout l'animal qui est superbe. Nulle femme
03 - Le Bonheur dans le crime;les hommes l'appelaient entre eux : Mademoiselle;Esaü;... Le Diable apprend aux femmes ce qu'elles sont, ou
03 - Le Bonheur dans le crime;appelaient entre eux : Mademoiselle Esaü... Le;Diable;apprend aux femmes ce qu'elles sont, ou plutôt elles l'
03 - Le Bonheur dans le crime;sont, ou plutôt elles l'apprendraient au;Diable;, s'il pouvait l'ignorer... Hauteclaire, si peu coquette
03 - Le Bonheur dans le crime;Diable, s'il pouvait l'ignorer...;Hauteclaire;, si peu coquette pourtant, avait en écoutant, quand on
03 - Le Bonheur dans le crime;pour troubler l'âme, nous dit la;Bible;. Elle savait bien les idées que ce jeu faisait naître !
03 - Le Bonheur dans le crime;jouant avec la flamme, même en regardant;Savigny;". Mon cher, ma parenthèse est longue ; mais tout ce"
03 - Le Bonheur dans le crime;qui vous fera bien connaître ce qu'était;Hauteclaire;Stassin importe à mon histoire... Ce jour -là, elle fut
03 - Le Bonheur dans le crime;vous fera bien connaître ce qu'était Hauteclaire;Stassin;importe à mon histoire... Ce jour -là, elle fut bien
03 - Le Bonheur dans le crime;pour l'acier, et qui, au;Moyen;Age, aurait porté la cuirasse. Elle se tint debout devant
03 - Le Bonheur dans le crime;trouvai le visage fatigué de sa nuit.;Savigny;, qui n'était pas là quand j'étais arrivé, entra
03 - Le Bonheur dans le crime;avide nez en bec de corbin : «;Oh;"! pour impatienté, il l'était réellement ; mais ce n'"
03 - Le Bonheur dans le crime;peut-être de ce moment -là... » --;Quoi;! docteur, ils auraient donc ?... Je n'achevai pas
03 - Le Bonheur dans le crime;«... Par sa femme de chambre,;Eulalie;, qui avait pris une fiole l'une pour l'autre et
03 - Le Bonheur dans le crime;. Mais je savais, moi, qu';Eulalie;, c'était Hauteclaire ! Mais je les avais vus, tous
03 - Le Bonheur dans le crime;, moi, qu'Eulalie, c'était;Hauteclaire;! Mais je les avais vus, tous deux, faire le
03 - Le Bonheur dans le crime;, tous deux, faire le groupe de;Canova;, au balcon ! Le monde n'avait pas vu ce que
03 - Le Bonheur dans le crime;cette catastrophe, on apprit que le comte;Serlon;de Savigny épousait publiquement la fille à Stassin, -- car il
03 - Le Bonheur dans le crime;, on apprit que le comte Serlon de;Savigny;épousait publiquement la fille à Stassin, -- car il fallut bien
03 - Le Bonheur dans le crime;Serlon de Savigny épousait publiquement la fille à;Stassin;, -- car il fallut bien déclencher qui elle était, la
03 - Le Bonheur dans le crime;chauds encore de sa première femme, Mlle;Delphine;de Cantor, oh ! alors, ce fut un grondement de
03 - Le Bonheur dans le crime;de sa première femme, Mlle Delphine de;Cantor;, oh ! alors, ce fut un grondement de tonnerre de
03 - Le Bonheur dans le crime;qui fit montrer au doigt le comte de;Savigny;et l'isola comme un pestiféré. Cela suffisait bien, du
03 - Le Bonheur dans le crime;! Ce déshonneur s'étendit et resta sur;Serlon;comme une souillure. Quant à l'horrible bourdonnement du crime soupçonné
03 - Le Bonheur dans le crime;, docteur ? -- interrompis -je. --;C';était moi, en effet, -- reprit -il, -- mais
03 - Le Bonheur dans le crime;crabe qui formait sa redoutable main. «;Vous;vous doutez bien, -- continua-t -il, -- que je fus
03 - Le Bonheur dans le crime;le suivis, du même galop, à;Savigny;. Quand j'arrivai, -- cela avait -il été calculé ?
03 - Le Bonheur dans le crime;d'arrêter les ravages de l'empoisonnement.;Serlon;, dévasté de physionomie, vint au devant de moi dans la
03 - Le Bonheur dans le crime;trompée. (Il évitait de dire :;Eulalie;, que tout le monde nommait le lendemain.) Mais,
03 - Le Bonheur dans le crime;tout le monde nommait le lendemain.);Mais;, docteur, ce n'est pas possible ! Est -ce que
